Law_Firm,Wins,Losses,Win_Rate,Neutral_Appearances,Appellant_Appearances,Respondent_Appearances,Law_Firm(from_text)
sky solicitors ltd,0,2,0.0,0,1,1,"['sky solicitors ltd' 'sky solicitors, ilford']"
sl5 legal / tuckers solicitors,0,2,0.0,0,2,0,['sl5 legal/tuckers solicitors' 'sl5 legal / tuckers solicitors']
slater,14,17,45.16,0,15,16,"['slater' 'slater & gordon' 'slater & gordon lawyers'
 'slater & gordon (uk) llp' 'slater & gordon uk ltd'
 'slater & gordon uk llp' 'slater gordon' 'slater & gordon solicitors'
 'slater & gordon llp']"
slaughter & may,21,12,63.64,0,12,21,['slaughter and may' 'slaughter & may']
slee blackwell llp,1,1,50.0,0,1,1,['slee blackwell llp' 'slee blackwell solicitors llp']
smith bowyer clarke,2,0,100.0,0,2,0,['smith bowyer clarke']
smith jones (solicitors) limited,1,0,100.0,0,1,0,['smith jones (solicitors) limited']
smith partnership,1,1,50.0,0,0,2,['smith partnership' 'smith partnership solicitors']
smithfield partners limited,1,1,50.0,0,0,2,['smithfield partners ltd' 'smithfield partners limited']
smiths,0,1,0.0,0,0,1,['smiths']
smk & smb,0,1,0.0,0,0,1,['smk & smb']
"solange valdez-symonds, cardinal hume centre",1,1,50.0,0,1,1,"['solange valdez-symonds, project for registration of children as british citizens'
 'solange valdez-symonds, cardinal hume centre']"
solesbury gay,1,0,100.0,0,1,0,['solesbury gay']
solicitor,3,2,60.0,0,1,4,['solicitor' 'solicitors']
solicitor for his majesty's revenue,99,45,68.75,0,33,111,"['solicitor for hmrc' 'solicitor to hm revenue'
 ""solicitor for his majesty's revenue"" 'solicitors to hm revenue'
 'solicitor for hm revenue' 'solicitor to hmrc'
 'solicitors for hm revenue' 'solicitor, hmrc' 'solicitors for hmrc'
 'solicitors office, hmrc' ""solicitor's office, hmrc""
 'solicitor to revenue' 'solicitor for hm revenue & customs'
 'solicitor to hm revenue & customs' 'solicitors office hmrc'
 ""solicitor to her majesty's revenue""]"
solicitor to council,1,0,100.0,0,0,1,['solicitor to council']
solicitor to greater manchester police,1,0,100.0,0,0,1,['solicitor to greater manchester police']
solicitor to information commissioner,1,0,100.0,0,0,1,['solicitor to information commissioner']
solicitor to london borough of lambeth,1,0,100.0,0,0,1,['solicitor to london borough of lambeth']
solicitor's office,3,0,100.0,2,2,1,"[""solicitor's office"" 'solicitors office']"
"solicitor, coventry city council",1,0,100.0,0,0,1,"['solicitor, coventry city council']"
"solicitor, mid-suffolk district council",1,0,100.0,0,0,1,"['solicitor, mid-suffolk district council']"
solicitors office (vat & duties litigation team,1,0,100.0,0,0,1,['solicitors office (vat & duties litigation team']
solomons legal solicitors,0,1,0.0,0,1,0,['solomons legal solicitors']
somerset constabulary,1,1,50.0,0,1,1,['somerset constabulary']
somerset police,1,0,100.0,0,1,0,['somerset police']
south east water limited,1,0,100.0,0,1,0,['south east water limited']
south kesteven district council,2,0,100.0,0,0,2,"['south kesteven district council'
 'south kesteven district council legal services']"
south london legal partnership,1,4,20.0,2,4,1,['south london legal partnership' 'south london partnership']
south oxfordshire district council,1,0,100.0,0,0,1,['south oxfordshire district council']
south wales & gwent police joint legal services,1,0,100.0,0,0,1,['south wales & gwent police joint legal services']
south west law,2,5,28.57,0,6,1,"['southwestlaw' 'south west law' 'south west london law centre'
 'south west london law centres']"
southampton,1,0,100.0,0,0,1,['southampton']
southwark law centre,2,1,66.67,0,2,1,['southwark law centre']
southwark legal services,1,0,100.0,0,0,1,['southwark legal services']
spearpoint franks solicitors ltd,1,0,100.0,0,0,1,['spearpoint franks solicitors ltd']
special advocate support office,1,0,100.0,0,1,0,['special advocate support office']
"special legal casework department, south wales police",2,0,100.0,0,0,2,"['special legal casework department, south wales police'
 'special legal casework, south wales police']"
spector constant & williams,0,2,0.0,0,2,0,['spector constant & williams' 'spector constant & williams ltd']
spelthorne borough council,1,0,100.0,0,0,1,['spelthorne borough council']
spencer shaw employment law & litigation,0,1,0.0,0,1,0,['spencer shaw employment law & litigation']
spencer west llp,1,1,50.0,0,2,0,['spencer west llp']
spring law,1,2,33.33,0,2,1,['spring law']
squire biggs law ltd,1,0,100.0,0,1,0,['squire biggs law ltd']
squire patton boggs,8,10,44.44,0,6,12,"['squire patton boggs (uk) llp'
 'linklaters llp, hogan lovells llp, squire patton boggs (uk) llp, shearman & sterling (london) llp'
 'squire patton boggs']"
ssb law,0,1,0.0,0,0,1,['ssb law']
sshclg,0,0,,1,0,0,['sshclg']
st john legal,0,1,0.0,0,1,0,['st john legal']
stachiw bashir green,2,1,66.67,0,2,1,['stachiw bashir green solicitors' 'stachiw bashir green']
staffordshire,0,1,0.0,0,0,1,['staffordshire']
staffordshire county council,1,0,100.0,0,1,0,['staffordshire county council']
staffordshire county council legal services,0,1,0.0,0,0,1,['staffordshire county council legal services']
staffordshire legal services,1,0,100.0,0,0,1,['staffordshire legal services']
staffordshire police,1,0,100.0,0,0,1,['staffordshire police']
stann law limited,0,1,0.0,0,1,0,['stann law limited']
steel & shamash,0,1,0.0,0,0,1,['steel & shamash']
steele & son with bagot heyes solicitors,0,1,0.0,0,1,0,['steele & son with bagot heyes solicitors']
steels solicitors,2,0,100.0,0,0,2,['stenfield solicitors' 'steels solicitors']
stella maris solicitors,1,0,100.0,0,1,0,['stella maris solicitors']
stephen scown llp,3,4,42.86,0,3,4,"['stephen scown llp' 'stephens scown llp' 'stephens scown solicitors llp'
 'stephens scown' 'stephen scowns llp']"
stephenson hardwood llp,19,25,43.18,0,20,24,['stephenson harwood llp' 'stephenson harwood' 'stephenson hardwood llp']
stephensons solicitors,6,6,50.0,0,5,7,['stephensons solicitors llp' 'stephensons solicitors' 'stephensons']
steptoe,7,4,63.64,0,6,5,['steptoe & johnson uk llp' 'steptoe & johnson' 'steptoe']
sterling lawyers ltd,0,1,0.0,0,1,0,['sterling lawyers ltd']
sterling stamp law ltd,0,1,0.0,0,1,0,['sterling stamp law ltd']
sterling winshaw solicitors,0,1,0.0,0,1,0,['sterling winshaw solicitors']
sternberg reed,1,0,100.0,0,0,1,['sternberg reed']
stevens & bolton llp,2,1,66.67,0,0,3,['stevens & bolton llp']
stevens solicitors,0,2,0.0,0,2,0,['stevensdrake solicitors' 'stevens solicitors']
stewarts,6,21,22.22,0,15,12,['stewarts law' 'stewarts law llp' 'stewarts' 'stewarts solicitors']
stitt & co,0,1,0.0,0,1,0,['stitt & co']
stobbs,3,1,75.0,0,1,3,['stobbs (ip) ltd' 'stobbs ip ltd' 'stobbs']
stockinger advocates,0,1,0.0,0,1,0,['stockinger advocates']
stokes solicitors llp,0,1,0.0,0,1,0,['stokes solicitors llp']
stokoe partnership,0,1,0.0,0,1,0,['stokoe partnership']
stokoe partnership solicitors,1,3,25.0,0,4,0,['stokoe partnership solicitors']
stone king llp,1,3,25.0,0,2,2,['stone king llp']
strafford law limited,0,3,0.0,0,3,0,['strafford law limited' 'strafford law ltd']
straw & pearce solicitors,1,0,100.0,0,0,1,['straw & pearce solicitors']
stuart & co,0,1,0.0,0,0,1,['stuart & co']
stuart brothers solicitors,1,0,100.0,0,0,1,['stuart brothers solicitors']
suffolk coastal district council legal services,1,0,100.0,0,0,1,['suffolk coastal district council legal services']
suffolk county council legal services,0,1,0.0,0,1,0,['suffolk county council legal services']
suffolk legal services,1,0,100.0,0,0,1,['suffolk legal services']
sultan lloyd solicitors,1,1,50.0,0,2,0,['sultan lloyd solicitors']
summers nigh law llp,1,0,100.0,0,1,0,['summers nigh law llp']
summit law llp,0,1,0.0,0,0,1,['summit law llp']
surrey county council legal & democratic services,1,0,100.0,0,1,0,['surrey county council legal & democratic services']
surrey county council legal department,0,1,0.0,0,0,1,['surrey county council legal department']
surrey heath borough council,1,1,50.0,0,0,2,"['surrey heath borough council'
 'surrey heath borough council legal services department']"
sutovic & hartigan solicitors,0,2,0.0,0,2,0,['sutovic & hartigan solicitors']
sutton borough citizens advice bureaux,1,0,100.0,0,0,1,['sutton borough citizens advice bureaux']
sutton law centre,0,1,0.0,0,1,0,['sutton law centre']
sv law,0,0,,1,0,0,['sv law']
sw law solicitors,0,1,0.0,0,1,0,['sw law solicitors']
swain & co,0,2,0.0,0,2,0,['swain & co' 'swain & co solicitors llp']
swain & co solicitors,0,1,0.0,0,1,0,['swain & co solicitors']
swan turton llp,2,0,100.0,0,0,2,['swan turton llp' 'swan turton solicitors']
swift group legal department,1,0,100.0,0,0,1,['swift group legal department']
swindon borough council legal services,1,0,100.0,0,0,1,['swindon borough council legal services']
swindon legal department,0,1,0.0,0,0,1,['swindon legal department']
switalskis llp,0,2,0.0,0,0,2,['steel & switalskis' 'switalskis llp']
sydney mitchell,2,2,50.0,0,2,2,['sydney mitchell llp' 'sydney mitchell']
sylvester amiel lewin,2,0,100.0,0,0,2,['sylvester amiel lewin & horne llp' 'sylvester amiel lewin']
t v edwards llp,2,7,22.22,0,7,2,['tv edwards llp' 't v edwards llp' 'tv edwards solicitors']
talbots law ltd,1,1,50.0,0,1,1,['talbots law ltd']
tamil welfare association,0,2,0.0,0,2,0,['tamil welfare association - newham' 'tamil welfare association']
tann & tann,1,0,100.0,0,1,0,['tann & tann']
tanners solicitors llp,1,1,50.0,0,2,0,['tanners solicitors llp']
"tanya coulter senior solicitor, bournemouth, christchurch",1,0,100.0,0,0,1,"['tanya coulter senior solicitor, bournemouth, christchurch']"
tatham & co,0,2,0.0,0,1,1,['tatham & co']
taylor & emmett llp,1,0,100.0,0,0,1,['taylor & emmett llp']
taylor hampton,3,3,50.0,0,4,2,"['taylor hampton' 'taylor hampton solicitors limited'
 'taylor hampton solicitors']"
taylor rose ttkw,3,2,60.0,0,5,0,['taylor rose ttkw']
taylor rose twkw limited,1,0,100.0,0,1,0,['taylor rose twkw limited']
taylor wessing,14,11,56.0,0,7,18,['taylor wessing llp' 'taylor wessing']
taylor wood solicitors,1,1,50.0,0,1,1,['taylor wood solicitors']
teacher stern llp,5,7,41.67,0,6,6,['teacher stern llp']
tedstone,0,2,0.0,0,0,2,"['tedstone, george' 'tedstone']"
tendring council,0,1,0.0,0,1,0,['tendring council']
tenet compliance & litigation,2,1,66.67,0,1,2,['tenet compliance & litigation' 'tenet compliance & litigation ltd']
tewkesbury borough council,1,0,100.0,0,0,1,['tewkesbury borough council']
thaliwal & veja solicitors,1,0,100.0,0,0,1,['thaliwal & veja solicitors']
thames valley police legal services,1,0,100.0,0,0,1,['thames valley police legal services']
thirsk winton llp,1,1,50.0,0,1,1,['thirsk winton llp']
thomas cooper,3,3,50.0,0,5,1,['thomas cooper' 'thomas cooper llp']
thomas dunton solicitors,0,1,0.0,0,0,1,['thomas dunton solicitors']
thomas eggar llp,1,0,100.0,0,0,1,['thomas eggar llp']
thomas horton llp,1,0,100.0,0,0,1,['thomas horton llp']
thomas legal costs,1,0,100.0,0,1,0,['thomas legal costs']
thomas mansfield,1,2,33.33,0,3,0,['thomas mansfield' 'thomas mansfield solicitors ltd']
thomas miller law,0,1,0.0,0,1,0,['thomas miller law']
thomas simon solicitors,1,0,100.0,0,0,1,['thomas simon solicitors']
thompson & co,3,7,30.0,0,4,6,"['thompson & co' 'thompsons' 'thompsons llp'
 'thompsons solicitors, newcastle']"
thompson & co solicitors,0,1,0.0,0,1,0,['thompson & co solicitors']
thompsons solicitors,4,4,50.0,1,4,4,['thompsons solicitors' 'thompsons solicitors llp']
thomson heath & associates,1,0,100.0,0,1,0,['thomson heath & associates']
thomson snell,1,4,20.0,0,3,2,"['thomson snell & passmore llp' 'thomson, snell'
 'thomson snell &passmore llp' 'thomson snell']"
thomson webb & corfield,1,0,100.0,0,0,1,['thomson webb & corfield']
three crowns llp,1,0,100.0,0,1,0,['three crowns llp']
thrings llp,2,1,66.67,0,1,2,['thrings llp']
thurrock council,1,0,100.0,0,0,1,['thurrock council']
thursfields legal limited,4,0,100.0,0,3,1,['thursfields legal limited' 'thursfields solicitors' 'messrs thursfields']
tilbrook's,2,0,100.0,0,2,0,"[""tilbrook's""]"
tilley bailey & irvine llp,2,1,66.67,0,2,1,['tilly bailey & irvine llp' 'tilley bailey & irvine llp']
tim johnson/ law,1,1,50.0,0,2,0,['tim johnson/law' 'tim johnson/ law']
time solicitors,1,0,100.0,0,1,0,['time solicitors']
tingdene marinas ltd,0,1,0.0,0,1,0,['tingdene marinas ltd']
tinkler solicitors,0,1,0.0,0,1,0,['tinkler solicitors']
tinn criddle hall solicitors,0,1,0.0,0,1,0,['tinn criddle hall solicitors']
tinsdills solicitors,0,1,0.0,0,0,1,['tinsdills solicitors']
titan solicitors,1,0,100.0,0,1,0,['titan solicitors']
tkd solicitors,1,1,50.0,0,1,1,['tkd solicitors']
tlt llp,8,3,72.73,0,3,8,['tlt llp']
tlt solicitors,3,2,60.0,1,2,3,['tlt solicitors llp' 'tlt solicitors']
tmp solicitors,2,3,40.0,0,4,1,['tmp solicitors llp' 'tmp solicitors']
tna solicitors,0,1,0.0,0,1,0,['tna solicitors']
tolhurst fisher,1,1,50.0,0,0,2,['tolhurst fisher llp' 'tolhurst fisher']
tollers llp,1,3,25.0,0,1,3,['tozers llp' 'tollers llp']
tom ward of tew solicitors,0,1,0.0,0,1,0,['tom ward of tew solicitors']
tonbridge,1,1,50.0,0,0,2,['tonbridge']
total legal solutions true personal injury solicitors,0,1,0.0,0,0,1,['total legal solutions true personal injury solicitors']
towerhouse llp,1,0,100.0,1,0,1,['towerhouse llp']
town legal llp,1,1,50.0,0,0,2,['town legal llp']
tozers solicitors,0,1,0.0,0,0,1,['tozers solicitors']
tract society of britain legal department,0,1,0.0,0,1,0,['tract society of britain legal department']
transport for london,3,0,100.0,1,1,2,"['transport for london legal' 'tfl legal' 'transport for london'
 'transport for london legal services']"
transportation claims limited,1,0,100.0,0,0,1,['transportation claims limited']
travers smith llp,1,5,16.67,0,5,1,['travers smith llp']
travlaw llp,0,1,0.0,0,1,0,['travlaw llp']
treasury solicitor,89,54,62.24,17,36,107,"['treasury solicitor' 'treasury solicitors'
 'treasury solicitor for appellants hugh tomlinson qc'
 ""treasury solicitor's department""]"
trethowans solicitors llp,0,1,0.0,0,1,0,['trethowans solicitors llp']
trinity law,1,1,50.0,0,2,0,['trinity law' 'trinity law solicitors']
triton global limited t/a robin simon,0,2,0.0,0,2,0,['triton global limited t/a robin simon' 'triton global ltd']
trowers,7,6,53.85,0,12,1,"['trowers & hamlins llp' 'trowers' 'trowers & hamlin llp'
 'trowers & hamlins']"
trp solicitors,1,0,100.0,0,1,0,['trp solicitors']
trp solicitors ltd,0,1,0.0,0,1,0,['trp solicitors ltd']
true solicitors,1,3,25.0,0,4,0,['true solicitors' 'true solicitors llp']
truemans,0,1,0.0,0,1,0,['truemans']
tsabi limited,0,1,0.0,0,1,0,['tsabi limited']
tsn law,0,1,0.0,0,0,1,['tsn law']
tucker solicitors,0,2,0.0,0,2,0,['tuckers solicitors' 'tucker solicitors']
turbervilles solicitors,0,1,0.0,0,1,0,['turbervilles solicitors']
turpin & miller llp,2,2,50.0,0,3,1,['turpin miller' 'turpin & miller llp' 'turpin miller llp']
tustain jones,1,0,100.0,0,1,0,['tustain jones']
twinwood law practice,1,1,50.0,0,2,0,['twinwood law practice limited' 'twinwood law practice']
twomlows,0,1,0.0,0,1,0,['twomlows']
tyrer roxburgh,1,0,100.0,0,1,0,['tyrer roxburgh']
underwood vinecombe llp,0,1,0.0,0,1,0,['underwood vinecombe llp']
unison,3,4,42.86,0,3,4,['unison legal services' 'unison']
unite union,1,0,100.0,0,1,0,['unite union']
unity law,0,1,0.0,0,1,0,['unity law']
universal solicitors,0,1,0.0,0,1,0,['universal solicitors']
university of cambridge,1,0,100.0,0,0,1,['university of cambridge']
uppal taylor solicitors,0,1,0.0,0,1,0,['uppal taylor solicitors']
vale of glamorgan legal services,0,1,0.0,0,0,1,['vale of glamorgan legal services']
veale wasborough vizards,1,5,16.67,0,2,4,"['veale wasbrough vizards llp' 'veale wasbrough vizards'
 'veale wasborough vizards']"
velitor law,0,2,0.0,0,1,1,['velitor law']
venner shipley llp,0,2,0.0,0,2,0,['venner shipley llp']
verisona law,1,0,100.0,0,1,0,['verisona law']
vicarage court solicitors,1,0,100.0,0,0,1,['vicarage court solicitors']
viceroy law ltd,1,1,50.0,0,2,0,['viceroy law ltd' 'viceroy legal']
victoria alice bates on behalf of stockport mbc,1,0,100.0,0,0,1,['victoria alice bates on behalf of stockport mbc']
victoria lord,1,0,100.0,0,0,1,['victoria lord']
victory legal costs solicitors,1,0,100.0,0,1,0,['victory legal costs solicitors']
vinson & elkins llp,2,0,100.0,0,1,1,['vinson & elkins llp']
virtuoso,1,2,33.33,0,1,2,['virtuoso legal' 'virtuoso' 'virtuoso legal llp']
vision solicitors ltd,0,1,0.0,0,0,1,['vision solicitors ltd']
vwv solicitors,0,1,0.0,0,1,0,['vwv solicitors']
w council,1,0,100.0,0,0,1,['w council']
"w davies solicitors, woking",0,1,0.0,0,0,1,"['w davies solicitors, woking']"
w h matthews & co,0,1,0.0,0,1,0,['w h matthews & co']
w legal limited,0,1,0.0,0,1,0,['w legal limited']
w legal ltd,0,1,0.0,0,1,0,['w legal ltd']
w p thompson,0,1,0.0,0,0,1,['w p thompson']
w parry & co,1,0,100.0,0,1,0,['w parry & co']
"wace morgan, shrewsbury",1,0,100.0,0,1,0,"['wace morgan, shrewsbury']"
wainwright,1,1,50.0,0,2,0,['wainwright cummings' 'wainwright']
wake smith solicitors for claimant/respondent jeremy roussak (instructed by ashton solicitors,1,0,100.0,0,1,0,['wake smith solicitors for claimant/respondent jeremy roussak (instructed by ashton solicitors']
wakefield council legal services,1,1,50.0,0,1,1,['wakefield council legal services' 'wakefield mdc legal department']
walker morris,10,9,52.63,1,10,9,['walker morris llp' 'walker morris']
walkers solicitors,2,2,50.0,0,2,2,"[""walkers' solicitors"" 'walkers solicitors']"
wallace llp,1,5,16.67,0,5,1,['wallace llp']
waltham forest council,1,0,100.0,0,0,1,['waltham forest council']
walton llp,1,0,100.0,0,1,0,['walton llp']
wannops law,0,2,0.0,0,2,0,['wannops law' 'wannops llp']
wansbroughs,0,3,0.0,0,1,2,['wansbroughs' 'wansbroughs solicitors']
ward bolton,1,0,100.0,0,0,1,['ward bolton']
ward hadaway,3,1,75.0,0,1,3,['ward hadaway llp' 'ward hadaway solicitors' 'ward hadaway']
wards solicitors,0,1,0.0,0,1,0,['wards solicitors']
"waring & co, new barnet",2,0,100.0,0,1,1,"['waring & co' 'waring & co, new barnet']"
warnapala & company,1,0,100.0,0,0,1,['warnapala & company']
warren's law,0,1,0.0,0,1,0,"[""warren's law""]"
warwickshire county council,1,0,100.0,0,1,0,['warwickshire county council']
warwickshire county council legal services,1,0,100.0,0,0,1,['warwickshire county council legal services']
watch tower bible,1,1,50.0,0,1,1,['watch tower bible' 'watch tower legal department']
waterson hicks,0,1,0.0,0,0,1,['waterson hicks']
watford borough council,2,0,100.0,0,1,1,['watford borough council']
watkins,0,5,0.0,0,5,0,['watkins' 'watkins & gunn' 'watkins & gunn solicitors']
watkins ryder solicitors ltd,0,1,0.0,0,0,1,['watkins ryder solicitors ltd']
watkins solicitors,1,1,50.0,0,2,0,['watkins solicitors']
watson farley & williams,4,3,57.14,0,4,3,"['watson farley & williams llp' 'watson farley & williams'
 'watson, farley & williams llp']"
watson ramsbottom solicitors,0,1,0.0,0,1,0,['watson ramsbottom solicitors']
watson woodhouse solicitors,1,0,100.0,0,1,0,['watson woodhouse solicitors']
waverley borough council,2,0,100.0,0,0,2,['waverley borough council']
wayne leighton solicitors,0,1,0.0,0,1,0,['wayne leighton solicitors']
wbw solicitors,0,1,0.0,0,1,0,['wbw solicitors']
we are advocate org,0,1,0.0,0,0,1,['we are advocate org']
we solicitors llp,1,0,100.0,0,1,0,['we solicitors llp']
wealden,0,2,0.0,0,0,2,['wealden']
wedderburn,2,2,50.0,2,2,2,"['wedderburn' 'wedderburn llp'
 'wedderburn llp for scandinavian airline system denmark-norway-sweden, sas ab']"
wedlake bell,5,1,83.33,0,1,5,['wedlake bell llp' 'wedlake bell']
weightmans,27,24,52.94,1,19,32,['weightmans llp' 'weightmans']
"weil, gotshal & manges",0,3,0.0,0,2,1,"['weil, gotshal & manges (london) llp' 'weil, gotshal & manges']"
wellers hedleys,0,1,0.0,0,0,1,['wellers hedleys']
wellers law group llp,0,2,0.0,0,1,1,['wellers law group llp']
wells solicitors,1,0,100.0,0,1,0,['wells solicitors']
welsh government legal services,1,0,100.0,0,0,1,['welsh government legal services']
welwyn hatfield borough council,0,1,0.0,0,0,1,['welwyn hatfield borough council']
west lancashire borough council,1,0,100.0,0,0,1,['west lancashire borough council']
west london law,1,0,100.0,0,0,1,['west london law']
west midland police joint legal services,1,0,100.0,0,0,1,['west midland police joint legal services']
west midlands police,1,2,33.33,0,0,3,['west midlands police' 'west midlands police joint legal department']
west suffolk shared legal services,1,0,100.0,0,1,0,['west suffolk shared legal services']
west sussex county council,0,1,0.0,0,1,0,['west sussex county council']
westminster city council legal department,2,0,100.0,0,1,1,"['westminster city council legal services'
 'westminster city council legal department']"
wgs solicitors,1,0,100.0,0,0,1,['wgs solicitors']
white,2,11,15.38,0,9,4,['white & case llp' 'white']
white dalton motorcycle solicitors,1,0,100.0,0,0,1,['white dalton motorcycle solicitors']
whitehead monckton limited,0,1,0.0,0,1,0,['whitehead monckton limited']
wiggin llp,3,8,27.27,0,3,8,['wiggin llp']
wigston borough council,0,1,0.0,0,1,0,['wigston borough council']
wikborg rein llp,2,2,50.0,0,3,1,['wikborg rein llp']
wildan legal solicitors,0,1,0.0,0,1,0,['wildan legal solicitors']
wilkes partnership solicitors,0,2,0.0,0,1,1,['wilkes partnership solicitors' 'wilkes partnership llp']
wilkie farr & gallagher,2,2,50.0,0,1,3,"['willkie farr & gallagher (uk) llp' 'wilkie farr & gallagher'
 'wilkie farr & gallagher llp']"
wilkin chapman llp,1,2,33.33,0,3,0,['wilkin chapman llp']
william heath & co,0,1,0.0,0,0,1,['william heath & co']
william sturges & co solicitors,3,1,75.0,0,2,2,['william sturges llp' 'william sturges & co solicitors']
williams & co,1,0,100.0,0,0,1,['williams & co']
williams associates,1,0,100.0,0,0,1,['williams associates']
williams powell,0,1,0.0,0,1,0,['williams powell']
wills chandler solicitors,0,1,0.0,0,1,0,['wills chandler solicitors']
wilmer cutler pickering hale,2,1,66.67,0,1,2,['wilmer cutler pickering hale']
wilmerhale llp,0,1,0.0,0,1,0,['wilmerhale llp']
wilmot & co,0,1,0.0,0,0,1,['wilmot & co']
wilmot & co solicitors llp,2,0,100.0,0,0,2,['wilmot & co solicitors llp']
wilson solicitors,12,14,46.15,0,19,7,"['wilson solicitors llp' 'wilsons solicitors llp' 'wilsons solicitors'
 'wilson solicitors']"
wilsons llp,1,0,100.0,0,0,1,['wilsons llp']
wiltshire council,0,1,0.0,0,0,1,['wiltshire council']
wiltshire council legal services,0,2,0.0,0,1,1,['wiltshire police legal services' 'wiltshire council legal services']
winchester city council,0,1,0.0,0,0,1,['winchester city council']
winckworth sherwood,6,1,85.71,0,2,5,['winckworth sherwood llp' 'winckworth sherwood']
winn solicitors ltd,4,0,100.0,0,2,2,['winn solicitors' 'winn solicitors ltd' 'winns solicitors']
winston & strawn london llp,0,2,0.0,0,2,0,['winston and strawn london llp' 'winston & strawn london llp']
winter scott llp,1,2,33.33,0,2,1,['winter scott llp']
wirral metropolitan borough council,0,1,0.0,0,0,1,['wirral metropolitan borough council']
wiseman lee llp,1,0,100.0,0,0,1,['wiseman lee llp']
withers & rogers llp,0,1,0.0,0,1,0,['withers & rogers llp']
withers llp,9,9,50.0,1,14,4,['withers llp']
withy kings solicitors,0,1,0.0,0,0,1,['withy kings solicitors']
wixted & co,1,0,100.0,0,1,0,['wixted & co']
wokingham borough council,1,0,100.0,0,0,1,['wokingham borough council']
wolferstans llp,0,1,0.0,0,0,1,['wolferstans llp']
wollen michelmore,1,0,100.0,0,0,1,['wollen michelmore']
womble bond dickinson (uk) llp,5,6,45.45,0,3,8,"['womble bond dickinson (uk) llp' 'womble bond dickinson llp'
 'womble bond dickinson uk llp']"
"womble bond dickinson (uk) llp, southampton",1,0,100.0,0,0,1,"['womble bond dickinson (uk) llp, southampton']"
woodcocks haworth & nuttall solicitors,0,1,0.0,0,1,0,['woodcocks haworth & nuttall solicitors']
woodfords solicitors llp,1,0,100.0,0,1,0,['woodfords solicitors llp']
woodroffes solicitors,1,0,100.0,0,1,0,['woodroffes solicitors']
woodward solicitors industrial disease ltd,0,1,0.0,0,1,0,['woodward solicitors industrial disease ltd']
woolfe & co solicitors,0,1,0.0,0,1,0,['woolfe & co solicitors']
worcestershire county council,2,0,100.0,0,1,1,['worcestershire county council']
worcestershire county council democratic services,0,1,0.0,0,1,0,['worcestershire county council democratic services']
worcestershire county council legal services,0,1,0.0,0,1,0,['worcestershire county council legal services']
wordley partnership,0,1,0.0,0,1,0,['wordley partnership']
wragge lawrence graham,3,5,37.5,0,2,6,"['wragge lawrence graham & co llp' 'wragge lawrence graham & co'
 'wragge lawrence graham']"
wsm (solicitors) llp,0,1,0.0,0,0,1,['wsm (solicitors) llp']
wycombe district council,1,0,100.0,0,0,1,['wycombe district council']
wyles solicitors llp,0,1,0.0,0,0,1,['wyles solicitors llp']
xerox europe legal department,1,0,100.0,0,1,0,['xerox europe legal department']
xl catlin services se,1,0,100.0,0,0,1,['xl catlin services se']
york solicitors,1,0,100.0,0,0,1,['york solicitors']
your lawyers,1,2,33.33,0,1,2,['your lawyers' 'your lawyers limited' 'your lawyers ltd']
yva solicitors,0,1,0.0,0,0,1,['yva solicitors']
yva solicitors llp,1,0,100.0,0,0,1,['yva solicitors llp']
zaiwalla & co,5,4,55.56,0,6,3,"['zaiwalla & co ltd' 'zaiwalla & co' 'zaiwalla & co llp'
 'zaiwalla & co. llp']"
zakery khub solicitors,0,1,0.0,0,1,0,['zakery khub solicitors']
zhong lun law firm,0,1,0.0,0,1,0,['zhong lun law firm']
zimmers,2,2,50.0,0,3,1,['zimmers solicitors' 'zimmers']
